ID,DNA,RADseq_pool_100bp,RADseq_pool_150bp,Adapter_100bp,Adapter_150bp,W.S,CSr,P.H,L.L,L.W,Pti,Lam,LLW,P.L,L.M,N.L,S.H,Gsh,Ssh,SLD,Gen,B.T,F.T,SLL,SLW,Pet,FSr,Rot,Sht,RSR,RD1,RD2,RD3,RD4,Replanted,Block,Tray,Cross,TrayBlock
263,14,2,2,6,6,0.0130090909090906,1,53,2.385,1.031,0.746,1.639,1.589719,0.46,1,27,53,2,3,0.51,F2,168,196,NA,NA,NA,NA,NA,NA,NA,2.427,4.094,4.629,4.92,NA,NA,11,3,11
784,15.1,31,31,3,3,0.0048,1,36,NA,NA,NA,NA,NA,NA,NA,28,44,NA,2,0.64,F2,152,183,NA,NA,NA,NA,NA,NA,NA,3.1,4.903,4.27,4.095,NA,NA,31,2,31
767,33.3,40,40,15,15,0.00222840909090905,1,27,1.443,0.748,0.173,1.27,1.697861,0.14,1,23,24,NA,1,0.96,F2,167,193,NA,NA,NA,NA,NA,NA,NA,1.725,2.888,3.362,3.3,NA,NA,30,2,30
336,16.6,39,39,9,9,NA,1,25.5,1.907,0.895,0.617,1.29,1.441341,0.48,1,13,19,1,1,0.68,F2,166,183,NA,NA,5.2926,NA,NA,NA,NA,1.822,3.433,2.94,3.927,NA,NA,13,2,13
409,22.2,3,3,14,14,0.0037,1,17.5,1.076,0.572,0.181,0.895,1.564685,0.2,2,18,25,NA,3,0.72,F2,182,200,NA,NA,4.6064,NA,NA,NA,NA,1.021,2.176,2.5,2.054,NA,NA,16,2,16
882,64.2,45,50,11,5,0.0065,1,25,NA,NA,NA,NA,NA,NA,NA,23,30,NA,5,0.77,F2,154,171,NA,NA,NA,NA,NA,NA,NA,2.677,4.729,5.071,4.792,NA,NA,34,2,34
451,23.9,24,24,13,13,NA,1,NA,0.968,0.49,0.247,0.721,1.471429,0.34,1,NA,NA,NA,NA,NA,F2,221,NA,NA,NA,NA,NA,NA,NA,NA,1.149,1.575,1.969,2.12,NA,NA,18,2,18
279,18.6,11,11,6,6,0.00542045454545443,1,49,2.367,1.193,0.487,1.88,1.575859,0.26,1,26,48,2,3,0.54,F2,166,193,3.151,1.537,NA,NA,NA,NA,NA,1.984,4.52,4.967,5.412,NA,NA,11,3,11
955,48.4,28,28,9,9,0.0102,1,37,2.81,1.247,0.536,2.274,1.823577,0.24,1,24,41,3,2,0.59,F2,162,190,3.164,1.597,NA,NA,NA,NA,NA,2.947,5.683,5.388,4.777,NA,NA,37,2,37
369,11.4,18,18,4,4,0.0114,1,39.5,2.147,1.229,0.232,1.915,1.558177,0.12,2,24,38,2,2,0.63,F2,168,197,NA,NA,5.7072,NA,NA,NA,NA,2.313,4.159,4.284,3.798,NA,NA,15,3,15
524,22.7,18,18,15,15,0.0254,1,NA,1.752,0.797,0.315,1.437,1.803011,0.22,1,23,34,NA,3,0.68,F2,179,NA,2.618,1.262,NA,NA,NA,NA,NA,1.821,3.288,3.289,4.504,NA,NA,21,3,21
1109,76.8,28,28,4,4,0.0214,1,29,NA,NA,NA,NA,NA,NA,NA,18,32,1,2,0.56,F2,156,183,2.573,1.291,NA,NA,NA,NA,NA,1.477,2.664,3.137,3.387,NA,NA,43,3,43
467,15.2,23,23,16,16,0.0113,1,43,2.431,1.281,NA,2.431,1.897736,NA,2,30,50,NA,1,0.6,F2,159,190,3.018,1.335,4.8431,NA,NA,NA,NA,2.933,5.257,5.065,5.52,NA,NA,18,2,18
622,17,3,3,1,1,NA,1,NA,1.409,0.721,0.183,1.226,1.700416,0.15,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787,1.592,NA,2.967,NA,NA,24,2,24
988,12.6,6,6,14,14,0.0064,1,37,NA,NA,NA,NA,NA,NA,NA,18,34,1,5,0.53,F2,170,195,2.615,1.245,NA,NA,NA,NA,NA,2.531,3.758,3.696,3.774,NA,NA,38,2,38
109,12.4,30,30,2,2,NA,1,19,1.983,0.94,0.43,1.553,1.652128,0.28,1,17,17,NA,2,1,F2,162,NA,NA,NA,NA,NA,NA,NA,NA,2.532,3.589,4.034,2.665,NA,NA,5,2,5
582,16.3,37,37,10,10,0.00409545454545446,1,31,1.467,0.719,NA,1.467,2.040334,NA,2,22,33,NA,4,0.67,F2,172,197,NA,NA,NA,NA,NA,NA,NA,1.607,2.423,2.686,2.895,NA,NA,23,3,23
1084,21.2,3,3,11,11,0.0308,1,33,NA,NA,NA,NA,NA,NA,NA,22,38,1,2,0.58,F2,166,187,NA,NA,NA,NA,NA,NA,NA,1.835,2.725,2.554,3.456,NA,NA,42,3,42
810,11.4,16,16,4,4,0.00264999999999995,1,25.5,NA,NA,NA,NA,NA,NA,NA,14,30,NA,4,0.47,F2,170,195,2.911,1.099,NA,NA,NA,NA,NA,1.756,3.108,3.383,3.951,NA,NA,32,2,32
207,24.3,32,32,19,19,0.0065,1,45,2.265,1.104,0.47,1.795,1.625906,0.26,1,26,41,1,4,0.63,F2,168,193,NA,NA,NA,NA,NA,NA,NA,2.238,4.27,4.809,5.393,NA,NA,8,3,8
728,14.8,39,39,20,20,0.000782954545454529,1,21,NA,NA,NA,NA,NA,NA,NA,20,24,2,2,0.83,F2,160,178,NA,NA,NA,NA,NA,NA,NA,2.26,3.58,3.68,4.015,NA,NA,28,2,28
598,20.8,43,43,12,12,0.00999772727272707,1,34,1.714,0.892,NA,1.714,1.921525,NA,1,24,40,1,2,0.6,F2,160,181,2.515,1.288,NA,NA,NA,NA,NA,1.78,3.554,3.801,3.933,NA,NA,23,3,23
167,15.3,42,42,4,4,0.0148761363636361,1,NA,1.618,1.007,NA,1.618,1.606753,NA,2,25,31,1,1,0.81,F2,196,NA,1.945,0.815,NA,NA,NA,NA,NA,2.148,3.099,2.741,2.945,NA,NA,7,2,7
322,15.8,7,7,1,1,0.0127,1,28,2.625,1.185,0.363,2.262,1.908861,0.16,1,28,27,3,2,1.04,F2,172,200,2.278,1.191,5.7736,NA,NA,NA,NA,1.978,3.658,3.629,4.089,NA,NA,13,2,13
688,14.5,24,24,11,11,0.0054,1,33,NA,NA,NA,NA,NA,NA,NA,21,37,1,3,0.57,F2,166,190,2.772,1.381,NA,NA,NA,NA,NA,1.714,4.211,5.033,4.576,NA,NA,27,3,27
826,20.9,15,15,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.354,2.837,2.221,3.052,NA,NA,32,2,32
282,23.5,18,18,3,3,0.00234886363636359,1,37,1.42,0.783,0.268,1.152,1.471264,0.23,2,14,37,1,2,0.38,F2,172,NA,2.999,1.47,NA,NA,NA,NA,NA,1.895,2.779,3.239,2.719,1,NA,11,3,11
786,18,30,30,11,11,0.0033,1,19,NA,NA,NA,NA,NA,NA,NA,21,23,NA,2,0.91,F2,156,176,NA,NA,NA,NA,NA,NA,NA,2.008,3.485,4.133,3.592,NA,NA,31,2,31
941,15,34,NA,18,NA,0.014,1,24,1.866,1.075,0.328,1.538,1.430698,0.21,2,19,26,1,2,0.73,F2,160,181,2.872,1.706,NA,NA,NA,NA,NA,1.359,2.897,3.339,3.364,NA,NA,37,2,37
355,18.2,33,33,8,8,0.00307159090909085,1,29,2.063,0.962,0.457,1.606,1.669439,0.28,1,13,28,1,1,0.46,F2,161,185,3.138,1.589,NA,NA,NA,NA,NA,1.956,4.454,4.979,5.02,NA,NA,14,3,14
338,18.6,23,23,2,2,0.0062,1,36.5,2.661,1.276,0.591,2.07,1.622257,0.29,2,22,36,1,3,0.61,F2,168,195,NA,NA,5.3414,NA,NA,NA,NA,2.432,5.327,5.557,5.297,NA,NA,13,2,13
859,23.2,35,35,8,8,0.0067,1,26,NA,NA,NA,NA,NA,NA,NA,30,32,NA,3,0.94,F2,153,178,NA,NA,NA,NA,NA,NA,NA,3.15,5.093,5.423,5.356,NA,NA,34,2,34
380,11.8,17,17,15,15,0.0138,1,35,NA,NA,NA,NA,NA,NA,NA,19,33,3,NA,0.58,F2,170,193,NA,NA,5.1238,NA,NA,NA,NA,1.956,3.456,3.442,3.848,NA,NA,15,3,15
1106,24.4,38,38,16,16,0.00258977272727267,1,41,NA,NA,NA,NA,NA,NA,NA,21,42,1,2,0.5,F2,161,190,NA,NA,NA,NA,NA,NA,NA,1.563,1.996,1.95,3.478,NA,NA,43,3,43
453,13,23,23,3,3,0.0192,1,38,1.91,0.859,0.183,1.727,2.010477,0.11,2,23,42,1,2,0.55,F2,167,190,2.643,1.239,5.2921,NA,NA,NA,NA,2.242,3.957,3.779,4.027,NA,NA,18,2,18
974,17.9,24,24,3,3,0.0155,1,28,NA,NA,NA,NA,NA,NA,NA,17,30,2,1,0.57,F2,156,178,NA,NA,NA,NA,NA,NA,NA,2.393,4.04,4.544,4.226,NA,NA,38,2,38
526,19.3,17,17,16,16,NA,1,NA,1.163,0.669,0.168,0.995,1.487294,0.17,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.454,2.251,2.271,2.868,NA,NA,21,3,21
49,21.8,26,26,8,8,0.0084,1,NA,1.312,0.754,0.242,1.07,1.419098,0.23,1,20,38,1,1,0.53,F2,165,NA,NA,NA,4.8796,NA,NA,NA,NA,1.899,3.5,3.438,3.538,NA,NA,2,2,2
120,23.7,13,13,16,16,NA,1,27.5,1.524,0.788,NA,1.524,1.93401,NA,1,18,29,NA,2,0.62,F2,158,178,NA,NA,NA,NA,NA,NA,NA,2.404,3.313,3.138,3.041,NA,NA,5,2,5
486,19,15,15,20,20,0.0067,1,30.5,NA,NA,NA,NA,NA,NA,NA,32,37,NA,3,0.86,F2,153,182,1.957,1.128,NA,NA,NA,NA,NA,3.047,6.561,7.213,6.903,NA,NA,19,2,19
1081,25.7,46,46,9,9,0.0066,1,21,NA,NA,NA,NA,NA,NA,NA,17,27,1,1,0.63,F2,165,183,NA,NA,NA,NA,NA,NA,NA,1.928,2.975,3.371,4.142,NA,NA,42,3,42
559,86.1,43,43,9,9,0.0101,1,48,NA,NA,NA,NA,NA,NA,NA,18,39,NA,4,0.46,F2,162,193,NA,NA,NA,NA,NA,NA,NA,1.743,1.804,2.393,3.114,NA,NA,22,2,22
1077,22.3,8,8,8,8,0.0079,1,19.5,NA,NA,NA,NA,NA,NA,NA,15,20,NA,16,0.75,F2,155,173,NA,NA,NA,NA,NA,NA,NA,1.466,2.609,2.287,3.201,NA,NA,42,3,42
76,13.1,NA,51,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1.885,3.483,3.498,3.683,NA,3,NA,NA,3
153,20.5,35,49,11,5,0.0064,1,43,1.083,0.646,0.236,0.847,1.311146,0.28,2,22,45,1,4,0.49,F2,168,195,NA,NA,NA,NA,NA,NA,NA,1.429,2.722,2.829,3.009,NA,NA,6,3,6
812,13.4,16,16,20,20,0.0179,1,35.5,NA,NA,NA,NA,NA,NA,NA,17,31,NA,2,0.55,F2,167,193,2.414,1.1885,NA,NA,NA,NA,NA,1.802,3.374,3.187,4.014,NA,NA,32,2,32
902,12.5,22,22,1,1,0.0134,1,27,NA,NA,NA,NA,NA,NA,NA,15,24,2,2,0.63,F2,168,181,2.426,1.178,NA,NA,NA,NA,NA,2.419,3.113,3.484,3.83,NA,NA,35,3,35
94,27.7,19,19,10,10,0.0136715909090906,1,40,3.341,1.327,0.556,2.785,2.098719,0.2,1,28,41,4,3,0.68,F2,161,193,NA,NA,NA,NA,NA,NA,NA,3.961,6.614,6.36,6.219,NA,NA,4,2,4
186,26.9,41,41,14,14,0.000782954545454529,1,32,1.114,0.722,NA,1.114,1.542936,NA,2,16,30,NA,3,0.53,F2,170,193,NA,NA,NA,NA,NA,NA,NA,1.549,2.646,2.782,6.101,NA,NA,8,3,8
324,29.9,27,27,12,12,NA,1,NA,0.995,0.496,0.205,0.79,1.592742,0.26,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838,0.928,NA,1.555,NA,NA,13,2,13
259,18.1,3,3,6,6,0.0169,1,NA,NA,NA,NA,NA,NA,NA,NA,20,43,2,4,0.47,F2,160,NA,2.477,1.605,5.618,NA,NA,NA,NA,2.606,4.49,4.558,4.526,NA,NA,10,2,10
960,16.8,34,34,14,14,0.0183,1,31,1.365,0.864,0.152,1.213,1.403935,0.13,1,21,38,NA,2,0.55,F2,160,183,NA,NA,NA,NA,NA,NA,NA,1.8,2.979,3.065,2.615,NA,NA,37,2,37
472,15.4,16,16,11,11,0.0242,1,48,NA,NA,NA,NA,NA,NA,NA,23,39,NA,2,0.59,F2,160,197,NA,NA,NA,NA,NA,NA,NA,1.457,3.576,3.176,4.234,NA,NA,19,2,19
993,20.8,10,10,10,10,NA,1,28,1.206,0.659,0.295,0.911,1.382398,0.32,1,17,33,NA,1,0.52,F2,165,181,NA,NA,NA,NA,NA,NA,NA,1.527,3.081,2.925,3.42,NA,NA,39,3,39
976,15.3,40,40,9,9,NA,1,37,NA,NA,NA,NA,NA,NA,NA,21,33,1,2,0.64,F2,165,190,NA,NA,NA,NA,NA,NA,NA,1.937,2.828,3.334,3.286,NA,NA,38,2,38
545,14.4,17,17,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,3.172,2.928,4.131,NA,NA,21,3,21
700,17.1,44,44,4,4,0.0157,1,28,NA,NA,NA,NA,NA,NA,NA,18,26,NA,2,0.69,F2,156,178,2.383,1.093,NA,NA,NA,NA,NA,1.995,3.076,3.759,3.969,NA,NA,27,3,27
618,13.5,13,13,2,2,NA,1,25.5,1.776,0.792,0.401,1.375,1.736111,0.29,1,28,32,NA,2,0.88,F2,161,183,NA,NA,NA,NA,NA,NA,NA,2.198,2.887,3.262,2.963,NA,NA,24,2,24
1074,18.3,7,7,12,12,0.0093,1,44,NA,NA,NA,NA,NA,NA,NA,18,41,NA,3,0.44,F2,168,190,NA,NA,NA,NA,NA,NA,NA,1.272,2.07,1.228,2.471,NA,NA,42,3,42
488,69.3,43,43,4,4,0.0109,1,NA,NA,NA,NA,NA,NA,NA,NA,17,29,NA,2,0.59,F2,161,NA,NA,NA,NA,NA,NA,NA,NA,1.136,2.086,2.23,2.814,NA,NA,19,2,19
643,46,41,41,9,9,NA,1,NA,1.004,0.599,0.172,0.832,1.388982,0.21,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.255,2.283,2.232,2.704,NA,NA,25,3,25
733,12.6,31,31,14,14,0.000782954545454529,1,33,NA,NA,NA,NA,NA,NA,NA,20,36,NA,3,0.56,F2,154,181,NA,NA,NA,NA,NA,NA,NA,2.59,2.845,2.932,4.479,NA,NA,29,2,29
716,18.4,44,44,8,8,0.0102,1,NA,NA,NA,NA,NA,NA,NA,NA,19,39,NA,3,0.49,F2,178,NA,NA,NA,NA,NA,NA,NA,NA,1.236,1.685,1.653,2.889,NA,NA,28,2,28
172,15.3,34,34,10,10,0.00632386363636351,1,30,2.115,0.949,NA,2.115,2.228662,NA,1,22,34,1,2,0.65,F2,161,183,3.089,1.362,NA,NA,NA,NA,NA,3.375,5.276,5.545,5.41,NA,NA,7,2,7
831,18.1,17,17,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.419,2.603,2.544,3.184,1,NA,32,2,32
749,17.9,25,25,17,17,0.00313181818181812,1,NA,NA,NA,NA,NA,NA,NA,NA,22,36,NA,5,0.61,F2,168,NA,NA,NA,NA,NA,NA,NA,NA,2.062,3.847,4.181,3.788,NA,NA,29,2,29
904,125,45,50,15,9,0.00138522727272724,1,49,NA,NA,NA,NA,NA,NA,NA,25,50,NA,3,0.5,F2,167,196,NA,NA,NA,NA,NA,NA,NA,2.738,4.177,4.633,5.022,NA,NA,35,3,35
270,16.4,13,13,7,7,0.00813068181818165,1,38,2.251,1.052,0.39,1.861,1.769011,0.21,1,15,37,1,2,0.41,F2,170,195,NA,NA,NA,NA,NA,NA,NA,2.201,3.48,4.004,4.453,NA,NA,11,3,11
791,14.4,6,6,18,18,0.0097,1,28,NA,NA,NA,NA,NA,NA,NA,22,27,NA,2,0.81,F2,170,196,NA,NA,NA,NA,NA,NA,NA,2.365,3.844,3.638,5.511,NA,NA,31,2,31
69,14.4,NA,51,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0026,0.0111,0.23423423,1.229,2.511,2.221,3.578,NA,3,NA,NA,3
360,12.5,33,33,14,14,NA,1,NA,0.853,0.426,0.147,0.706,1.657277,0.21,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.934,1.576,1.545,1.471,NA,NA,14,3,14
188,12.3,32,32,12,12,0.0083,1,26.5,1.099,0.667,NA,1.099,1.647676,NA,1,15,26,2,2,0.58,F2,166,182,NA,NA,NA,NA,NA,NA,NA,1.405,2.328,2.209,6.018,NA,NA,8,3,8
343,24.4,33,33,18,18,NA,1,NA,0.962,0.497,0.178,0.784,1.577465,0.23,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999,1.745,2.007,2.112,NA,NA,14,3,14
1100,25.3,39,39,11,11,0.0137,1,27.5,NA,NA,NA,NA,NA,NA,NA,18,33,1,2,0.55,F2,160,183,2.473,1.282,NA,NA,NA,NA,NA,1.63,3.836,4.273,4.084,NA,NA,43,3,43
864,39,35,35,5,5,0.0125,1,26,NA,NA,NA,NA,NA,NA,NA,20,20,NA,2,1,F2,155,181,NA,NA,NA,NA,NA,NA,NA,2.817,4.565,4.361,4.176,NA,NA,34,2,34
416,15.8,42,42,20,20,0.000602272727272715,1,35,2.692,1.435,0.739,1.953,1.360976,0.38,1,27,43,2,3,0.63,F2,156,185,NA,NA,5.0664,NA,NA,NA,NA,2.769,3.382,4.109,4.387,NA,NA,16,2,16
937,20.7,34,34,20,20,0.0037,1,NA,1.942,1.009,0.445,1.497,1.483647,0.3,2,21,45,1,4,0.47,F2,167,NA,NA,NA,NA,NA,NA,NA,NA,1.74,4.424,4.53,4.417,NA,NA,37,2,37
962,20.9,35,35,9,9,NA,1,41,2.712,1.198,0.234,2.478,2.068447,0.09,2,25,40,1,1,0.63,F2,166,193,NA,NA,NA,NA,NA,NA,NA,3.027,6.207,5.909,5.505,NA,NA,37,2,37
376,31.7,36,36,16,16,0.0054,1,31,NA,NA,NA,NA,NA,NA,NA,21,33,NA,2,0.64,F2,160,190,2.554,1.37,4.493,NA,NA,NA,NA,1.288,2.213,2.152,2.46,1,NA,15,3,15
531,26.8,43,43,6,6,0.0108,1,NA,1.898,1.01,0.348,1.55,1.534653,0.22,2,22,35,NA,3,0.63,F2,166,NA,NA,NA,NA,NA,NA,NA,NA,2.373,3.802,4.016,4.425,NA,NA,21,3,21
449,15,24,24,16,16,NA,1,NA,0.687,0.367,0.133,0.554,1.509537,0.24,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.874,1.847,2.557,1.787,NA,NA,18,2,18
604,12.1,25,48,8,3,NA,1,31,1.984,0.984,0.114,1.87,1.900407,0.06,1,18,34,NA,3,0.53,F2,168,189,2.918,1.47,NA,NA,NA,NA,NA,2.847,3.57,3.417,3.818,1,NA,24,2,24
491,19.4,15,15,8,8,0.017,1,27,NA,NA,NA,NA,NA,NA,NA,22,34,NA,2,0.65,F2,152,178,NA,NA,NA,NA,NA,NA,NA,1.19,2.616,2.73,3.316,NA,NA,19,2,19
1071,13.8,21,21,5,5,0.00234886363636359,1,35,NA,NA,NA,NA,NA,NA,NA,22,37,NA,3,0.59,F2,172,193,3.471,1.552,NA,NA,NA,NA,NA,1.948,3.678,3.972,4.205,NA,NA,42,3,42
474,17.8,15,15,3,3,0.0268,1,27,NA,NA,NA,NA,NA,NA,NA,20,33,NA,3,0.61,F2,160,178,2.182,1.147,NA,NA,NA,NA,NA,1.454,3.7,3.595,4.142,NA,NA,19,2,19
1067,40.4,41,41,7,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.765,1.782,1.849,NA,NA,42,3,42
995,57.5,46,46,5,5,0.0074,1,45,1.338,0.707,0.295,1.043,1.475248,0.28,1,22,39,NA,2,0.56,F2,160,193,3.556,1.374,NA,NA,NA,NA,NA,1.487,2.645,2.819,2.953,NA,NA,39,3,39
564,22.3,32,32,11,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.115,1.629,1.041,0.895,1,NA,22,2,22
547,23.7,32,48,5,14,0.00180681818181814,1,35,NA,NA,NA,NA,NA,NA,NA,27,38,NA,1,0.71,F2,154,181,NA,NA,NA,NA,NA,NA,NA,2.571,4.475,4.468,5.641,NA,NA,22,2,22
702,16.5,1,1,2,2,0.02,1,37,NA,NA,NA,NA,NA,NA,NA,20,33,1,2,0.61,F2,167,188,NA,NA,NA,NA,NA,NA,NA,1.852,3.292,1.668,4.026,NA,NA,27,3,27
116,13.2,18,18,10,10,0.0182488636363633,1,27,1.79,1.057,NA,1.79,1.693472,NA,1,20,27,2,3,0.74,F2,162,183,2.455,1.268,NA,NA,NA,NA,NA,2.842,3.465,3.81,3.609,NA,NA,5,2,5
304,21.4,24,24,8,8,0.0126,1,31,2.158,0.911,0.457,1.701,1.867179,0.27,1,25,37,3,3,0.68,F2,167,190,2.726,1.42,NA,NA,NA,NA,NA,3.253,5.311,6.029,5.868,NA,NA,12,2,12
1019,17.7,NA,52,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1.626,2.725,2.395,4.143,NA,40,NA,NA,40
808,17.3,38,38,1,1,NA,1,34,NA,NA,NA,NA,NA,NA,NA,21,30,NA,NA,0.7,F2,179,205,NA,NA,NA,NA,NA,NA,NA,1.971,2.607,1.511,3.813,NA,NA,32,2,32
191,19.5,32,32,15,15,0.0185,1,23,1.867,1.048,0.5,1.367,1.304389,0.37,2,14,21,1,2,0.67,F2,160,181,3.291,1.552,NA,NA,NA,NA,NA,1.313,3.066,3.207,4.954,NA,NA,8,3,8
174,25.5,34,34,11,11,NA,1,28,1.584,1.04,0.13,1.454,1.398077,0.09,1,25,31,NA,3,0.81,F2,162,187,NA,NA,NA,NA,NA,NA,NA,2.457,3.964,4.653,3.91,NA,NA,7,2,7
247,12,8,8,18,18,0.0066,1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,4,NA,F2,165,179,NA,NA,3.6684,NA,NA,NA,NA,2.599,4.693,4.665,5.215,NA,NA,10,2,10
906,17.6,17,17,14,14,0.0129,1,39,NA,NA,NA,NA,NA,NA,NA,26,43,3,3,0.6,F2,168,195,3.112,1.368,NA,NA,NA,NA,NA,2.396,3.864,3.868,4.788,NA,NA,35,3,35
793,12.5,30,30,9,9,0.00325227272727266,1,30,NA,NA,NA,NA,NA,NA,NA,18,30,NA,2,0.6,F2,160,187,NA,NA,NA,NA,NA,NA,NA,2.367,2.643,3.385,NA,NA,NA,31,2,31
362,35.2,33,33,3,3,NA,1,NA,1.223,0.717,0.163,1.06,1.478382,0.15,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.382,2.304,2.656,2.531,NA,NA,14,3,14
883,14.2,38,38,2,2,0.000180681818181814,1,39,NA,NA,NA,NA,NA,NA,NA,22,42,NA,3,0.52,F2,153,186,NA,NA,NA,NA,NA,NA,NA,2.358,4.699,4.919,4.935,NA,NA,34,2,34
435,17.8,38,38,13,13,0.0114,1,43,1.667,0.959,0.434,1.233,1.285714,0.35,1,28,42,NA,3,0.67,F2,173,193,NA,NA,NA,NA,NA,NA,NA,2.404,4.276,3.792,3.699,NA,NA,17,3,17
981,21.8,46,46,3,3,0.0171,1,26,NA,NA,NA,NA,NA,NA,NA,25,37,NA,3,0.68,F2,153,183,NA,NA,NA,NA,NA,NA,NA,3.133,4.995,5.323,5.771,NA,NA,38,2,38
395,16.2,2,2,18,18,0.0276,1,25.5,1.745,1.135,0.184,1.561,1.37533,0.12,2,22,28,NA,2,0.79,F2,156,181,NA,NA,4.2755,NA,NA,NA,NA,2.054,3.382,4.011,4.185,NA,NA,16,2,16
550,16.6,32,32,10,10,NA,1,27,NA,NA,NA,NA,NA,NA,NA,13,22,NA,NA,0.59,F2,172,200,NA,NA,NA,NA,NA,NA,NA,1.453,2.819,2.969,3.162,NA,NA,22,2,22
378,13.5,36,36,15,15,0.0107,1,28,1.545,0.82,0.189,1.356,1.653659,0.14,1,19,28,NA,2,0.68,F2,170,194,2.837,1.143,5.1748,NA,NA,NA,NA,3.065,3.36,3.315,3.56,NA,NA,15,3,15
533,21.4,9,9,8,8,0.0211,1,30,1.471,0.729,0.349,1.122,1.539095,0.31,2,22,35,NA,5,0.63,F2,170,195,2.806,1.421,NA,NA,NA,NA,NA,2.161,2.616,3.152,3.832,NA,NA,21,3,21
102,22.9,20,20,6,6,NA,1,NA,0.444,0.283,NA,0.444,1.568905,NA,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967,0.937,NA,0.854,NA,NA,4,2,4
1064,15.8,26,26,20,20,0.0056,1,30,1.538,0.699,0.513,1.025,1.466381,0.5,1,26,34,NA,4,0.76,F2,159,183,NA,NA,NA,NA,NA,NA,NA,1.391,3.367,3.25,3.707,NA,NA,41,3,41
899,17.4,18,18,20,20,0.0152,1,NA,NA,NA,NA,NA,NA,NA,NA,16,28,1,2,0.57,F2,168,NA,2.781,1.312,NA,NA,NA,NA,NA,1.278,2.322,2.859,2.921,NA,NA,35,3,35
606,12,22,22,10,10,NA,1,35,2.021,1.012,0.384,1.637,1.617589,0.23,1,20,33,NA,2,0.61,F2,170,193,2.686,1.421,NA,NA,NA,NA,NA,2.029,4.512,4.305,5.347,NA,NA,24,2,24
493,11.5,16,16,17,17,0.0064,1,NA,NA,NA,NA,NA,NA,NA,NA,21,27,1,3,0.78,F2,160,NA,2.43,1.233,NA,NA,NA,NA,NA,1.96,3.71,3.836,3.863,NA,NA,19,2,19
721,15.9,39,39,8,8,0.00198749999999996,1,38,NA,NA,NA,NA,NA,NA,NA,16,34,1,3,0.47,F2,167,195,NA,NA,NA,NA,NA,NA,NA,1.405,3.066,3.503,3.807,NA,NA,28,2,28
135,13.7,36,49,12,8,NA,1,41,2.378,1.016,0.47,1.908,1.877953,0.25,1,34,48,NA,3,0.71,F2,154,187,NA,NA,NA,NA,NA,NA,NA,2.538,5.586,5.7,6.153,NA,NA,6,3,6
639,32.9,43,43,17,17,0.009,1,52,1.717,0.846,NA,1.717,2.029551,NA,1,21,46,1,3,0.46,F2,165,196,3.017,1.521,NA,NA,NA,NA,NA,2.221,3.64,3.245,3.798,NA,NA,25,3,25
160,12.3,21,21,8,8,0.0202363636363632,1,37,2.19,1.161,0.3,1.89,1.627907,0.16,1,24,42,3,3,0.57,F2,168,195,3.037,1.534,NA,NA,NA,NA,NA,2.132,5.095,4.939,5.684,NA,NA,7,2,7
599,25.5,19,19,18,18,NA,1,NA,1.149,0.387,NA,1.149,2.968992,NA,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.202,1.94,1.445,2.169,NA,NA,24,2,24
