ID,DNA,RADseq_pool_100bp,RADseq_pool_150bp,Adapter_100bp,Adapter_150bp,W.S,CSr,P.H,L.L,L.W,Pti,Lam,LLW,P.L,L.M,N.L,S.H,Gsh,Ssh,SLD,Gen,B.T,F.T,SLL,SLW,Pet,FSr,Rot,Sht,RSR,RD1,RD2,RD3,RD4,Replanted,Block,Tray,Cross,TrayBlock
1051,15.6,16,16,3,3,0.00240909090909086,1,26,1.717,0.68,0.663,1.054,1.55,0.63,2,20,29,NA,3,0.69,F2,154,176,NA,NA,NA,NA,NA,NA,NA,2.844,3.834,3.686,3.528,NA,NA,41,3,41
890,64.5,45,50,12,6,0.00289090909090903,1,33.5,NA,NA,NA,NA,NA,NA,NA,14,33,3,2,0.42,F2,167,190,2.484,1.156,NA,NA,NA,NA,NA,2.053,3.897,4.179,4.891,NA,NA,35,3,35
442,14.3,8,8,19,19,0.0053,1,32,2.199,1.175,0.486,1.713,1.457872,0.28,2,23,37,2,2,0.62,F2,170,195,2.89,1.437,NA,NA,NA,NA,NA,2.113,4.018,4.581,3.995,NA,NA,17,3,17
963,27.2,24,24,19,19,0.0138,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,F2,167,190,NA,NA,NA,NA,NA,NA,NA,2.133,2.649,2.441,2.736,NA,NA,38,2,38
946,33.1,28,28,16,16,0.0038,1,49,1.971,1.018,0.414,1.557,1.52947,0.27,1,34,43,NA,1,0.79,F2,162,193,NA,NA,NA,NA,NA,NA,NA,2.693,4.704,4.888,4.222,NA,NA,37,2,37
1117,12.6,22,22,16,16,0.007,1,20,NA,NA,NA,NA,NA,NA,NA,15,20,NA,3,0.75,F2,167,183,NA,NA,NA,NA,NA,NA,NA,1.259,2.578,2.533,2.485,NA,NA,43,3,43
475,11.6,30,30,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.269,1.842,1.975,3.398,NA,NA,19,2,19
630,27.1,20,20,1,1,0.0093,1,30,1.272,0.731,NA,1.272,1.740082,NA,1,20,34,NA,3,0.59,F2,156,181,NA,NA,NA,NA,NA,NA,NA,1.605,2.74,2.942,3.184,1,NA,25,3,25
458,14.8,38,38,8,8,0.0063,1,35,1.411,0.857,0.179,1.232,1.437573,0.15,1,16,35,1,NA,0.46,F2,170,196,NA,NA,5.001,NA,NA,NA,NA,1.177,2.006,2.118,2.989,NA,NA,18,2,18
1003,13.7,46,46,8,8,0.0105,1,24,1.32,0.648,0.411,0.909,1.402778,0.45,1,14,23,2,1,0.61,F2,166,181,2.876,1.067,NA,NA,NA,NA,NA,1.389,2.378,2.357,2.722,NA,NA,39,3,39
979,16.4,36,36,10,10,0.0127,1,28,NA,NA,NA,NA,NA,NA,NA,27,35,NA,3,0.77,F2,170,190,NA,NA,NA,NA,NA,NA,NA,1.37,2.832,2.99,3.726,NA,NA,38,2,38
548,12.8,31,31,10,10,0.0154,1,36,NA,NA,NA,NA,NA,NA,NA,29,50,NA,2,0.58,F2,159,187,NA,NA,NA,NA,NA,NA,NA,2.139,3.796,2.925,4.516,NA,NA,22,2,22
590,13.4,22,22,13,13,0.0131897727272725,1,42,2.155,0.986,0.179,1.976,2.004057,0.09,1,24,42,NA,3,0.57,F2,166,195,3.137,1.241,NA,NA,NA,NA,NA,2.35,3.609,4.265,2.999,NA,NA,23,3,23
573,20,37,37,16,16,0.00674545454545441,1,32.5,1.96,0.947,0.499,1.461,1.542767,0.34,2,25,35,1,3,0.71,F2,166,195,NA,NA,NA,NA,NA,NA,NA,2.403,3.442,3.753,3.964,NA,NA,23,3,23
12,16,NA,51,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0318,0.161,0.19751553,2.074,4.096,4.168,3.552,NA,1,NA,NA,1
646,55.6,39,39,14,14,NA,1,38,1.717,0.824,0.706,1.011,1.226942,0.7,1,23,41,NA,2,0.56,F2,162,187,NA,NA,NA,NA,NA,NA,NA,1.858,3.333,3.765,3.789,NA,NA,25,3,25
801,14.2,26,26,12,12,0.0132,1,25,NA,NA,NA,NA,NA,NA,NA,24,30,NA,2,0.8,F2,154,178,NA,NA,NA,NA,NA,NA,NA,2.412,2.97,3.058,3.457,NA,NA,31,2,31
21,19.5,NA,52,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1.526,3.234,3.001,3.664,NA,1,NA,NA,1
719,15,4,4,19,19,0.013,1,38.5,NA,NA,NA,NA,NA,NA,NA,27,40,3,2,0.68,F2,166,195,NA,NA,NA,NA,NA,NA,NA,2.265,4.444,4.497,4.612,NA,NA,28,2,28
761,21.6,44,44,15,15,0.00234886363636359,1,26.5,1.175,0.57,0.318,0.857,1.503509,0.37,1,17,30,NA,NA,0.57,F2,161,178,NA,NA,NA,NA,NA,NA,NA,2.121,3.052,2.76,3.202,NA,NA,30,2,30
30,22.6,18,18,17,17,0.0063,1,33,1.496,0.683,0.392,1.104,1.616398,0.36,1,17,31,2,2,0.55,F2,159,181,NA,NA,6.2808,NA,NA,NA,NA,2.059,2.49,2.303,2.995,1,NA,2,2,2
330,35.3,41,41,6,6,0.0111,1,24,1.094,0.637,0.257,0.837,1.313972,0.31,1,11,21,1,3,0.52,F2,173,193,2.413,1.109,5.585,NA,NA,NA,NA,1.278,2.4,2.024,2.124,NA,NA,13,2,13
158,15.5,26,48,1,5,NA,1,33.5,2.411,1.197,0.08,2.331,1.947368,0.03,2,32,40,NA,3,0.8,F2,160,187,NA,NA,NA,NA,NA,NA,NA,3.183,4.514,4.527,4.954,NA,NA,7,2,7
907,21.8,11,11,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,45,NA,1,0.56,F2,167,NA,3.291,1.527,NA,NA,NA,NA,NA,2.29,3.46,1.802,5.011,NA,NA,35,3,35
86,22.9,20,20,2,2,NA,1,NA,1.307,0.724,NA,1.307,1.805249,NA,1,16,30,NA,NA,0.53,F2,172,NA,2.169,1.099,NA,NA,NA,NA,NA,1.82,2.595,2.654,2.997,NA,NA,4,2,4
273,15,2,2,14,14,NA,1,NA,0.997,0.491,0.068,0.929,1.892057,0.07,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.753,2,1.929,NA,NA,11,3,11
794,11.4,45,50,3,2,0.0057,1,29,NA,NA,NA,NA,NA,NA,NA,18,29,2,2,0.62,F2,167,193,NA,NA,NA,NA,NA,NA,NA,2.197,2.958,2.768,4.521,NA,NA,31,2,31
777,12.4,8,47,15,4,0.00174659090909087,1,19,1.57,0.856,0.332,1.238,1.446262,0.27,1,20,20,NA,NA,1,F2,165,186,NA,NA,NA,NA,NA,NA,NA,1.9,3.666,3.892,4.154,NA,NA,30,2,30
346,50.1,33,33,4,4,0.0189,1,36,1.575,0.825,0.352,1.223,1.482424,0.29,1,26,39,NA,2,0.67,F2,170,193,2.74,1.459,NA,NA,NA,NA,NA,1.781,2.797,3.449,3.44,NA,NA,14,3,14
95,11.9,20,20,14,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,2.678,1.121,NA,NA,NA,NA,NA,2.355,2.641,1.609,1.573,NA,NA,4,2,4
419,14.2,43,43,1,1,0.0051,1,35,2.369,1.057,0.491,1.878,1.776727,0.26,2,31,43,NA,2,0.72,F2,160,190,2.516,1.352,NA,NA,NA,NA,NA,2.199,3.927,4.088,4.376,NA,NA,17,3,17
892,13.5,7,7,2,2,0.00283068181818176,1,21,NA,NA,NA,NA,NA,NA,NA,18,25,1,4,0.72,F2,168,196,NA,NA,NA,NA,NA,NA,NA,2.031,2.352,2.718,2.97,NA,NA,35,3,35
461,39.4,12,12,16,16,0.0105,1,34.5,2.314,1.284,NA,2.314,1.802181,NA,2,28,38,3,2,0.74,F2,170,195,2.573,1.295,6.067778,NA,NA,NA,NA,3.844,7.039,6.981,6.022,NA,NA,18,2,18
289,45.4,3,3,20,20,0.0085,1,43,1.956,1,0.618,1.338,1.338,0.46,1,21,38,2,3,0.55,F2,170,193,NA,NA,NA,NA,NA,NA,NA,2.466,4.856,4.86,4.794,NA,NA,12,2,12
1048,18.4,16,16,13,13,0.018,1,26,1.634,0.836,0.223,1.411,1.687799,0.16,1,15,32,1,2,0.47,F2,167,183,NA,NA,NA,NA,NA,NA,NA,1.717,2.958,2.68,3.452,NA,NA,41,3,41
379,91.4,28,28,12,12,0.0088,1,37.5,1.574,0.989,NA,1.574,1.591507,NA,1,26,41,2,3,0.63,F2,168,194,2.864,1.687,5.368,NA,NA,NA,NA,2.597,5.403,5.478,4.466,NA,NA,15,3,15
534,17.1,17,17,17,17,0.0152,1,31,0.963,0.4,NA,0.963,2.4075,NA,2,23,33,NA,NA,0.7,F2,181,205,2.109,0.917,NA,NA,NA,NA,NA,NA,1.287,1.426,2.23,NA,NA,21,3,21
1000,14.5,24,24,1,1,0.00120454545454543,1,22,1.426,0.823,0.433,0.993,1.206561,0.44,1,19,22,2,7,0.86,F2,165,193,3.509,1.711,NA,NA,NA,NA,NA,2.145,3.639,3.838,3.856,NA,NA,39,3,39
477,22.3,15,15,1,1,0.033,1,27,NA,NA,NA,NA,NA,NA,NA,27,38,NA,4,0.71,F2,160,178,NA,NA,NA,NA,NA,NA,NA,1.755,2.958,2.562,3.756,NA,NA,19,2,19
201,23.7,32,32,20,20,0.00234886363636359,1,37,1.75,1.027,0.3,1.45,1.411879,0.21,2,19,38,2,4,0.5,F2,170,195,3.436,1.682,NA,NA,NA,NA,NA,1.682,3.294,3.737,3.987,NA,NA,8,3,8
998,12.6,11,11,5,5,0.0091,1,25,1.384,0.82,0.182,1.202,1.465854,0.15,1,25,42,1,1,0.6,F2,172,195,2.594,1.258,NA,NA,NA,NA,NA,1.864,2.917,3.201,3.004,NA,NA,39,3,39
705,14.1,44,44,6,6,0.0086,1,25,NA,NA,NA,NA,NA,NA,NA,19,31,NA,3,0.61,F2,151,176,NA,NA,NA,NA,NA,NA,NA,1.94,3.05,3.198,3.967,NA,NA,28,2,28
592,17,19,19,14,14,0.0242113636363631,1,34,1.491,0.701,0.525,0.966,1.378031,0.54,1,19,36,2,2,0.53,F2,167,193,NA,NA,NA,NA,NA,NA,NA,1.646,3.372,3.608,3.784,NA,NA,23,3,23
161,18.9,42,49,3,18,NA,1,27,1.073,0.518,0.17,0.903,1.743243,0.19,2,18,38,NA,1,0.47,F2,162,186,NA,NA,NA,NA,NA,NA,NA,1.263,2.453,1.813,2.231,NA,NA,7,2,7
144,20.7,35,35,2,2,0.0051,1,38.5,1.261,0.713,NA,1.261,1.768583,NA,1,22,40,NA,2,0.55,F2,160,187,NA,NA,NA,NA,NA,NA,NA,1.658,3.108,3.403,3.121,NA,NA,6,3,6
820,21,15,15,6,6,0.0365,1,19,NA,NA,NA,NA,NA,NA,NA,18,28,NA,3,0.64,F2,154,175,NA,NA,NA,NA,NA,NA,NA,1.894,3.725,4.075,4.141,NA,NA,32,2,32
217,15,NA,51,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.283,5.623,5.804,5.789,NA,9,NA,NA,9
738,12.5,31,31,19,19,0.006,1,39.5,NA,NA,NA,NA,NA,NA,NA,26,40,NA,5,0.65,F2,162,193,NA,NA,NA,NA,NA,NA,NA,2.082,3.68,3.557,3.972,NA,NA,29,2,29
1089,11.8,21,21,6,6,0.0062,1,33,NA,NA,NA,NA,NA,NA,NA,26,37,NA,2,0.7,F2,156,186,NA,NA,NA,NA,NA,NA,NA,2.507,4.684,4.93,4.467,NA,NA,42,3,42
780,37.9,40,40,20,20,0.0032,1,24,2.178,0.929,0.847,1.331,1.432723,0.64,1,15,27,1,2,0.56,F2,172,190,3.002,1.326,NA,NA,NA,NA,NA,1.082,2.268,2.165,2.626,NA,NA,30,2,30
177,11.7,42,42,7,7,NA,1,32,1.73,0.861,NA,1.73,2.009292,NA,1,23,38,1,5,0.61,F2,168,187,NA,NA,NA,NA,NA,NA,NA,2.499,3.698,3.976,3.725,NA,NA,7,2,7
332,15.4,40,40,8,8,0.00433636363636355,1,20,1.206,0.598,0.376,0.83,1.38796,0.45,1,15,23,2,3,0.65,F2,160,185,NA,NA,4.7384,NA,NA,NA,NA,1.794,2.646,2.777,2.474,NA,NA,13,2,13
1041,33.4,15,15,10,10,0.023,1,24,1.286,0.742,0.295,0.991,1.33558,0.3,1,18,27,NA,2,0.67,F2,168,183,NA,NA,NA,NA,NA,NA,NA,1.603,2.704,3.058,3.199,NA,NA,41,3,41
698,35.1,44,44,2,2,0.00343295454545448,1,40,NA,NA,NA,NA,NA,NA,NA,25,38,NA,4,0.66,F2,160,187,2.523,1.076,NA,NA,NA,NA,NA,1.764,3.529,3.073,4.13,NA,NA,27,3,27
405,54.9,41,41,4,4,0.0104,1,38,1.454,0.932,0.168,1.286,1.379828,0.13,1,20,36,NA,2,0.56,F2,168,196,NA,NA,4.6947,NA,NA,NA,NA,1.888,2.587,3.025,3.205,NA,NA,16,2,16
909,49,18,18,13,13,0.0093,1,45.5,NA,NA,NA,NA,NA,NA,NA,26,43,NA,3,0.6,F2,170,195,NA,NA,NA,NA,NA,NA,NA,2.096,2.732,2.75,3.998,NA,NA,35,3,35
292,31.8,3,3,19,19,0.00174659090909087,1,39,1.893,0.751,0.483,1.41,1.877497,0.34,1,17,36,1,3,0.47,F2,162,190,2.687,1.537,NA,NA,NA,NA,NA,1.925,4.439,4.818,4.79,NA,NA,12,2,12
14,13,1,52,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1.897,2.919,2.687,3.5,NA,1,NA,NA,1
951,18.8,35,35,19,19,0.0052,1,NA,2.701,1.253,0.693,2.008,1.602554,0.35,1,26,36,NA,2,0.72,F2,170,NA,NA,NA,NA,NA,NA,NA,NA,2.976,5.373,5.595,5.686,NA,NA,37,2,37
365,21.3,13,13,15,15,0.0118,1,34.5,2.602,0.953,0.666,1.936,2.03148,0.34,2,36,35,NA,NA,1.03,F2,161,195,2.82,1.107,4.2784,NA,NA,NA,NA,3.037,4.865,4.757,4.268,NA,NA,15,3,15
1111,40.5,27,27,15,15,0.0074,1,30.5,NA,NA,NA,NA,NA,NA,NA,16,29,1,1,0.55,F2,156,181,2.937,1.325,NA,NA,NA,NA,NA,2.178,4.548,4.622,4.578,NA,NA,43,3,43
1045,15.8,15,15,18,18,NA,1,23.5,1.272,0.836,0.259,1.013,1.211722,0.26,1,18,28,NA,2,0.64,F2,159,174,NA,NA,NA,NA,NA,NA,NA,1.188,2.24,2.542,3.144,NA,NA,41,3,41
348,13.4,33,33,6,6,NA,1,NA,1.092,0.614,0.27,0.822,1.338762,0.33,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.261,1.979,1.717,2.256,NA,NA,14,3,14
869,19,30,30,13,13,0.0272,1,25,NA,NA,NA,NA,NA,NA,NA,22,23,1,3,0.96,F2,162,181,NA,NA,NA,NA,NA,NA,NA,1.494,2.242,2.635,2.97,NA,NA,34,2,34
390,32.5,14,14,5,5,0.0226,1,27,NA,NA,NA,NA,NA,NA,NA,21,32,1,1,0.66,F2,160,178,NA,NA,4.028111,NA,NA,NA,NA,2.947,3.69,3.471,2.778,NA,NA,15,3,15
480,12.5,16,16,15,15,NA,1,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,166,195,NA,NA,NA,NA,NA,NA,NA,1.313,2.222,1.249,2.98,NA,NA,19,2,19
463,14,43,43,3,3,0.0054,1,25,1.857,1.173,0.28,1.577,1.344416,0.18,1,14,21,1,2,0.67,F2,168,185,NA,NA,5.0214,NA,NA,NA,NA,1.56,3.178,3.202,3.611,NA,NA,18,2,18
984,36.7,35,49,14,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.156,1.377,1.778,NA,NA,38,2,38
105,30.1,12,12,12,12,0.000542045454545443,1,27,1.405,0.562,0.24,1.165,2.072954,0.21,2,11,24,NA,1,0.46,F2,170,189,3.081,1.257,NA,NA,NA,NA,NA,1.676,1.912,2.239,2.968,1,NA,5,2,5
88,13.9,25,25,13,13,0.00644431818181805,1,35,1.615,0.735,0.074,1.541,2.096599,0.05,1,22,42,1,2,0.52,F2,168,194,3.409,1.449,NA,NA,NA,NA,NA,1.954,2.323,2.425,3.527,NA,NA,4,2,4
609,13.2,20,20,19,19,NA,1,NA,1.285,0.673,0.149,1.136,1.687964,0.13,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.153,2.128,1.88,2.219,NA,NA,24,2,24
130,18.8,18,18,14,14,NA,1,21,1.429,0.8,NA,1.429,1.78625,NA,1,10,18,3,2,0.56,F2,160,176,3.382,1.615,NA,NA,NA,NA,NA,1.998,2.683,2.823,2.811,NA,NA,5,2,5
97,14.7,11,11,8,8,0.0128886363636361,1,28,1.841,0.823,0.172,1.669,2.027947,0.1,1,21,35,NA,2,0.6,F2,167,189,2.985,1.277,NA,NA,NA,NA,NA,2.517,3.648,3.808,3.558,NA,NA,4,2,4
496,22.6,NA,52,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0.969,1.714,1.809,4.044,NA,20,NA,NA,20
569,13.3,31,31,13,13,0.000662499999999986,1,22.5,NA,NA,NA,NA,NA,NA,NA,13,22,NA,3,0.59,F2,167,182,NA,NA,NA,NA,NA,NA,NA,1.797,2.793,2.649,3.344,NA,NA,22,2,22
724,29.2,39,39,15,15,0.011,1,32,NA,NA,NA,NA,NA,NA,NA,19,35,2,1,0.54,F2,154,179,NA,NA,NA,NA,NA,NA,NA,2.46,4.04,3.981,4.751,NA,NA,28,2,28
1086,15,2,2,13,13,0.0161,1,44,NA,NA,NA,NA,NA,NA,NA,21,46,NA,3,0.46,F2,168,193,NA,NA,NA,NA,NA,NA,NA,1.757,3.19,3.109,3.937,NA,NA,42,3,42
163,20.9,34,34,8,8,0.016863636363636,1,37,3.082,1.572,0.18,2.902,1.846056,0.06,1,31,41,1,2,0.76,F2,161,190,NA,NA,NA,NA,NA,NA,NA,3.088,5.198,5.601,6.369,NA,NA,7,2,7
309,12,21,21,2,2,0.000180681818181814,1,31,2.17,0.79,0.294,1.876,2.374684,0.16,1,27,40,NA,2,0.68,F2,160,189,NA,NA,NA,NA,NA,NA,NA,3.177,5.253,5.421,5.939,NA,NA,12,2,12
782,16.5,44,44,20,20,0.0143,1,37.5,NA,NA,NA,NA,NA,NA,NA,28,47,NA,3,0.6,F2,160,193,NA,NA,NA,NA,NA,NA,NA,3.57,5.243,5.484,4.458,NA,NA,31,2,31
196,12.9,32,32,14,14,0.015,1,24,NA,NA,NA,NA,NA,NA,NA,14,23,NA,NA,0.61,F2,172,195,2.917,1.17,NA,NA,NA,NA,NA,0.862,2.288,NA,2.231,NA,NA,8,3,8
334,15,6,6,19,19,0.0154,1,34,2.237,1.132,0.283,1.954,1.726148,0.14,2,25,34,NA,2,0.74,F2,170,199,NA,NA,5.8912,NA,NA,NA,NA,2.617,3.863,4.438,4.128,NA,NA,13,2,13
269,26,3,3,16,16,NA,1,36,2.401,0.974,0.446,1.955,2.007187,0.23,2,27,39,NA,3,0.69,F2,172,195,2.945,1.373,NA,NA,NA,NA,NA,2.685,4.592,5.059,5.366,NA,NA,11,3,11
424,19.6,27,27,11,11,NA,1,23,1.395,0.749,0.115,1.28,1.708945,0.09,1,20,28,2,3,0.71,F2,167,185,NA,NA,NA,NA,NA,NA,NA,1.918,3.503,3.458,3.86,NA,NA,17,3,17
1038,11.6,NA,52,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2.834,4.88,4.995,5.952,NA,40,NA,NA,40
970,17.5,25,25,1,1,0.0198,1,48,NA,NA,NA,NA,NA,NA,NA,22,40,3,1,0.55,F2,160,193,NA,NA,NA,NA,NA,NA,NA,2.322,3.664,3.962,4.325,NA,NA,38,2,38
367,25,14,14,6,6,NA,1,NA,0.984,0.49,0.141,0.843,1.720408,0.17,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.107,1.815,1.853,NA,NA,15,3,15
522,18.5,22,22,3,3,0.0211,1,32,1.552,0.871,0.298,1.254,1.439724,0.24,1,22,36,1,4,0.61,F2,168,190,2.747,1.285,NA,NA,NA,NA,NA,1.778,3.245,3.411,4.012,NA,NA,21,3,21
888,14,10,10,13,13,0.0046,1,36.5,NA,NA,NA,NA,NA,NA,NA,18,40,NA,4,0.45,F2,174,196,NA,NA,NA,NA,NA,NA,NA,1.778,2.877,2.936,3.4,NA,NA,35,3,35
1108,11.8,7,7,14,14,0.000180681818181814,1,33,NA,NA,NA,NA,NA,NA,NA,19,41,1,1,0.46,F2,158,181,2.922,1.413,NA,NA,NA,NA,NA,1.764,4.046,4.263,4.296,NA,NA,43,3,43
482,19.6,16,16,9,9,0.0312,1,20.5,NA,NA,NA,NA,NA,NA,NA,13,22,NA,3,0.59,F2,172,190,2.623,1.079,NA,NA,NA,NA,NA,1.9,2.739,3.089,3.512,NA,NA,19,2,19
555,22.5,31,31,17,17,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,1.575,1.94,1.809,NA,NA,22,2,22
710,12.4,25,48,6,2,0.0092,1,29,NA,NA,NA,NA,NA,NA,NA,21,28,NA,5,0.75,F2,168,193,NA,NA,NA,NA,NA,NA,NA,1.649,2.607,2.823,3.38,NA,NA,28,2,28
628,13.9,43,43,16,16,0.0086,1,34,1.674,0.656,0.631,1.043,1.589939,0.6,1,20,40,1,3,0.5,F2,168,190,3.443,1.53,NA,NA,NA,NA,NA,2.628,3.361,3.336,3.788,1,NA,25,3,25
1079,19.1,3,3,9,9,0.0238,1,39.5,NA,NA,NA,NA,NA,NA,NA,20,32,NA,2,0.63,F2,156,186,NA,NA,NA,NA,NA,NA,NA,1.829,3.878,3.889,4.14,NA,NA,42,3,42
743,14.1,31,31,20,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.318,1.54,NA,NA,29,2,29
726,21.5,44,44,10,10,0.0228,1,29.5,NA,NA,NA,NA,NA,NA,NA,22,33,2,2,0.67,F2,166,187,NA,NA,NA,NA,NA,NA,NA,1.445,2.521,2.631,3.152,NA,NA,28,2,28
255,14.7,2,2,12,12,0.00445681818181809,1,52,NA,NA,NA,NA,NA,NA,NA,35,56,NA,3,0.63,F2,153,185,NA,NA,4.3938,NA,NA,NA,NA,1.577,1.834,2.069,0.709,NA,NA,10,2,10
238,12.6,8,8,9,9,0.0085,1,53.5,NA,NA,NA,NA,NA,NA,NA,22,43,NA,NA,0.51,F2,160,193,NA,NA,5.3366,NA,NA,NA,NA,3.342,4.283,4.639,4,NA,NA,10,2,10
280,13.3,12,12,20,20,0.00987727272727252,1,43,1.669,0.659,NA,1.669,2.532625,NA,1,27,45,NA,1,0.6,F2,160,194,NA,NA,NA,NA,NA,NA,NA,2.965,3.63,3.82,4.086,NA,NA,11,3,11
198,18.6,39,39,10,10,0.005,1,35,NA,NA,NA,NA,NA,NA,NA,23,30,NA,2,0.77,F2,162,190,NA,NA,NA,NA,NA,NA,NA,1.651,3.812,2.638,4.891,NA,NA,8,3,8
353,26.2,33,33,7,7,0.00349318181818175,1,40,1.123,0.562,0.179,0.944,1.679715,0.19,2,19,40,NA,3,0.48,F2,181,199,NA,NA,NA,NA,NA,NA,NA,1.234,2.443,2.362,2.197,NA,NA,14,3,14
947,51.8,28,28,19,19,0.0166,1,19.5,2.467,1.134,NA,2.467,2.175485,NA,1,20,24,NA,3,0.83,F2,152,174,NA,NA,NA,NA,NA,NA,NA,3,5.255,2.363,4.845,NA,NA,37,2,37
972,26.3,24,24,2,2,0.017,1,31,NA,NA,NA,NA,NA,NA,NA,14,30,NA,3,0.47,F2,170,193,2.926,1.309,NA,NA,NA,NA,NA,1.83,2.67,2.704,3.207,NA,NA,38,2,38
386,15.5,13,13,6,6,0.0065,1,36,2.556,1.281,0.603,1.953,1.52459,0.31,2,23,34,2,3,0.68,F2,167,195,NA,NA,5.2248,NA,NA,NA,NA,2.684,5.463,5.165,4.229,NA,NA,15,3,15
541,23.4,37,49,4,10,0.00120454545454543,1,NA,1.515,0.739,0.47,1.045,1.414073,0.45,2,25,26,NA,3,0.96,F2,168,NA,NA,NA,NA,NA,NA,NA,NA,2.001,2.688,2.533,3.148,NA,NA,21,3,21
459,11.4,25,25,2,2,0.0146,1,33,1.78,1.021,0.395,1.385,1.356513,0.29,1,25,37,NA,3,0.68,F2,165,189,NA,NA,6.197333,NA,NA,NA,NA,2.137,3.687,3.246,3.704,NA,NA,18,2,18
614,15,29,29,10,10,NA,1,NA,1.049,0.576,0.337,0.712,1.236111,0.47,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.868,2.499,1.633,2.252,NA,NA,24,2,24
28,12.5,13,13,12,12,NA,1,NA,0.494,0.214,0.166,0.328,1.53271,0.51,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
484,25,37,37,3,3,0.0151,1,23,NA,NA,NA,NA,NA,NA,NA,14,24,1,4,0.58,F2,154,174,2.848,1.55,NA,NA,NA,NA,NA,0.978,2.728,3.221,3.517,NA,NA,19,2,19
37,29.5,12,12,5,5,0.0172,1,42,1.68,0.751,0.441,1.239,1.6498,0.36,2,21,47,1,NA,0.45,F2,158,185,3.495,1.436,4.196,NA,NA,NA,NA,2.262,4.101,3.962,3.708,NA,NA,2,2,2
1080,13.8,2,2,5,5,0.0165,1,26.5,NA,NA,NA,NA,NA,NA,NA,18,32,2,4,0.56,F2,158,174,NA,NA,NA,NA,NA,NA,NA,1.415,2.358,2.549,2.961,NA,NA,42,3,42
574,13.5,36,36,19,19,0.00837159090909074,1,NA,1.835,0.743,0.394,1.441,1.939435,0.27,1,24,31,1,4,0.77,F2,179,204,2.814,1.07,NA,NA,NA,NA,NA,1.053,2.241,2.549,3.175,NA,NA,23,3,23
557,83.6,25,25,20,20,0.0109,1,27.5,NA,NA,NA,NA,NA,NA,NA,18,32,2,NA,0.56,F2,154,181,NA,NA,NA,NA,NA,NA,NA,1.909,3.591,3.961,4.095,NA,NA,22,2,22
712,16.7,8,8,4,4,0.009,1,25,NA,NA,NA,NA,NA,NA,NA,16,20,NA,5,0.8,F2,156,171,NA,NA,NA,NA,NA,NA,NA,2.149,3.248,2.956,3.779,NA,NA,28,2,28
126,19.9,18,18,9,9,NA,1,26,1.557,0.697,0.31,1.247,1.789096,0.25,2,15,30,NA,3,0.5,F2,166,185,NA,NA,NA,NA,NA,NA,NA,1.897,2.847,2.819,3.133,NA,NA,5,2,5
1076,19.5,8,8,5,5,0.0097,1,45.5,NA,NA,NA,NA,NA,NA,NA,20,34,2,2,0.59,F2,165,195,NA,NA,NA,NA,NA,NA,NA,2.41,4.24,4.309,4.442,NA,NA,42,3,42
